# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  17098 189.1505737   62.1452942   2366       189.150571   62.145307   0.5609   -1.0     2.30100009E10   1.317      1.317      9.986      0.5454     0.4339     18.31    1          22.85742300431844    22.729215129430806   2.6123466042859948E-6   2.939774024885186E-6   
  17102 189.3157959   62.1455002   2580       189.315826   62.145474   0.8162   0.16     6.3379999E9     1.18       1.18       4.145      3.017      0.654      1.374    0          27.215350434735956   26.55648846999752    4.7191070172630044E-8   8.657741447927897E-8   
  17104 188.9802246   62.1450729   -99        -99          -99         1.476    0.147    1.10099999E10   1.002      1.002      20.21      20.21      1.835      0.0      0          -99                  -99                  -99                     -99                    
  17107 189.0510254   62.1452065   2586       189.051037   62.145174   2.28     0.295    2.52300001E10   15.34      13.7       27.43      19.3       1.087      2.662    0          24.940871049722205   24.633889162450018   3.833995335271555E-7    5.086796163358951E-7   
  17108 189.0498352   62.1440201   2383       189.049767   62.143955   1.014    -1.0     3.8189998E10    2.93       2.93       19.18      3.803      0.5022     5.821    0          25.454946903554063   25.303373859280548   2.387928058614118E-7    2.7456833891307585E-7  
  17109 189.0999603   62.1452675   2644       189.100158   62.145313   2.042    0.157    1.95900006E10   11.45      9.623      21.51      12.5       1.098      1.721    1          27.083895111536226   26.672601643123393   5.3265002951379315E-8   7.779637172394097E-8   
  17110 189.1266937   62.1453056   2558       189.126709   62.145305   0.8405   -1.0     1.02799995E10   4.029      4.029      7.737      1.308      0.7527     5.917    1          25.784913867709967   25.17118116176659    1.7621158310191997E-7   3.101184004927075E-7   
  17115 189.1211548   62.1450653   2621       189.121134   62.145084   0.7798   0.16     1.288E9         0.08139    0.08139    2.353      2.519      1.827      0.934    1          26.89084254276121    26.694787876391644   6.363015525980977E-8    7.6222791434438E-8     
  17120 189.0236664   62.1440239   -99        -99          -99         2.561    0.0145   7.9789998E9     9.483      9.483      188.7      21.21      23.65      8.895    0          -99                  -99                  -99                     -99                    
  17129 189.2408447   62.1450005   2564       189.240853   62.145003   1.005    -1.0     4.5699999E9     0.8586     0.5108     11.1       2.481      2.429      4.474    1          24.82325257691493    24.560090381700782   4.2726662410809143E-7   5.444573278558875E-7   
  17138 189.0937805   62.1438675   2253       189.093817   62.143852   0.4846   -1.0     1.95E9          0.03504    0.03504    0.9153     0.2586     0.4695     3.539    1          22.798776337958564   22.52035167698587    2.7573345639092826E-6   3.563356953223637E-6   
  17139 189.1669312   62.1444893   1997       189.166948   62.144506   0.0872   -1.0     4.4659999E9     0.08109    0.08109    0.2551     0.01309    0.05712    32.37    1          21.026474933504744   20.91721295967876    1.4106199661673173E-5   1.5599648624481986E-5  
  17141 189.2906189   62.144825    2420       189.290584   62.144801   0.903    -1.0     7.1110001E10    13.59      13.59      151.9      2.428      2.136      62.57    1          24.865086642988057   24.591731232035908   4.111169122305867E-7    5.288195560356517E-7   
  17157 189.1567841   62.1444435   2429       189.156916   62.144364   0.7659   -1.0     2.24899994E10   0.7946     0.7946     8.819      1.213      0.3922     7.272    1          27.776983931349058   27.394595276906436   2.8132376920068367E-8   4.000938624868592E-8   
  17159 189.0779572   62.1437798   2451       189.077928   62.143752   0.925    -1.0     4.4659999E9     0.4087     0.4087     2.785      2.177      0.6236     1.279    1          25.26169092359592    25.171089642827464   2.8531436010099014E-7   3.1014454211265317E-7  
  17162 189.3144989   62.1443138   2554       189.31459    62.14441    1.595    0.038    2.64200008E10   3.227      3.227      30.24      16.19      1.145      1.868    0          26.876997989715758   26.68533378151428    6.444671780505486E-8    7.688940274305081E-8   
  17169 189.2935944   62.1434746   2348       189.293531   62.143494   0.9044   -1.0     1.05200005E10   14.43      14.43      19.24      7.814      1.829      9.827    1          24.37301105553297    24.047812892231264   6.468380777483916E-7    8.727198279811172E-7   
  17177 188.983551    62.1437035   -99        -99          -99         0.5314   0.13     4.698E8         0.1085     0.1085     0.849      1.671      1.807      0.508    0          -99                  -99                  -99                     -99                    
  17186 189.2893066   62.1437759   2151       189.289305   62.143801   0.907    -1.0     2.09899995E11   7.654      7.654      21.7       6.08       0.1034     5.37     1          25.030044896878493   24.732585974326806   3.531685654503441E-7    4.6447849394454383E-7  
  17187 189.0439453   62.1435051   2375       189.043955   62.143504   1.004    0.1202   1.00499999E10   1.136      1.117      5.168      3.246      0.5145     2.449    0          26.50401706100213    26.446870644075062   9.086427707230294E-8    9.577490776347279E-8   
  17190 189.1017609   62.1434021   1996       189.101704   62.143387   0.9537   -1.0     1.20800002E11   6.744      6.744      43.11      2.205      0.357      22.94    1          23.551467136311615   23.130342599886024   1.3785202353424461E-6   2.0317158098303888E-6  
  17199 189.0525208   62.1432533   2378       189.05252    62.14324    2.429    0.179    4.591E10        5.177      5.177      270.3      55.44      5.887      6.813    0          26.53498839770896    25.9233329404858     8.830893372262033E-8    1.5511965274247783E-7  
  17201 189.0567932   62.1427689   2280       189.056842   62.142765   1.02     -1.0     2.704E10        0.9459     0.9459     8.375      3.133      0.3098     2.673    0          25.632685086300263   25.5357911646239     2.027337088489497E-7    2.2165806322123588E-7  
  17207 189.0115967   62.1431351   2407       189.011653   62.143123   1.543    0.204    3.03399997E10   16.88      16.88      79.23      24.58      2.612      10.97    0          26.725647860414632   26.616589698938014   7.408680323804952E-8    8.191512917759263E-8   
  17209 189.0299835   62.1422958   2279       189.030031   62.142289   1.014    -1.0     6.3379999E9     0.1421     0.1421     2.293      1.814      0.3618     1.264    0          23.81650156893044    23.732256956962328   1.0799393661971222E-6   1.1670708377880248E-6  
  17211 189.110611    62.1431656   2359       189.110592   62.143157   1.465    -1.0     4.3849998E10    20.48      20.48      100.3      9.428      2.287      16.25    1          26.475741896758304   25.97409496115009    9.326168146814726E-8    1.4803418450305617E-7  
  17213 189.1384277   62.1429749   2239       189.138473   62.142946   0.934    -1.0     1.32400005E10   11.27      11.27      72.8       1.821      5.498      52.95    1          22.538415097068082   22.163314368186324   3.504563723809872E-6    4.950787124030888E-6   
  17219 189.1835327   62.1431656   2211       189.183376   62.143125   0.519    -1.0     2.64200008E10   0.7976     0.7976     2.243      0.4196     0.08489    5.346    1          25.089530127030017   25.02507246461212    3.3433970060647E-7      3.5478970896502545E-7  
  17220 189.2254486   62.1430588   2271       189.22547    62.143071   0.7152   0.15     2.14799995E10   13.06      12.31      9.084      3.991      0.423      12.57    1          28.1853025566326     27.53328783329296    1.9314300203140854E-8   3.52115276013369E-8    
  17232 189.0786591   62.1427269   2283       189.078696   62.142746   0.7516   0.15     2.81799987E9    0.3876     0.3876     4.598      2.992      1.632      2.943    1          26.28338195558346    25.754964063894043   1.1133897473858442E-7   1.811400046177754E-7   
  17234 189.1913757   62.1427765   2232       189.19141    62.142794   0.97     -1.0     3.32599992E10   0.7635     0.7635     12.46      7.149      0.3746     1.743    1          28.899739343524818   27.827779358605444   1.0002401023879701E-8   2.684653598899416E-8   
  17236 189.2811584   62.1427689   2312       189.281107   62.142712   2.19     0.287    2.83099996E10   16.6       16.6       126.3      61.67      4.461      4.944    1          27.26798792671094    27.033011621898925   4.495777705755517E-8    5.582070937911654E-8   
  17244 189.1944427   62.1425705   2122       189.194463   62.142593   0.9712   -1.0     6.6369999E10    6.755      6.755      135.6      2.662      2.043      50.94    1          23.720562230148694   23.056797334010692   1.1797095848756116E-6   2.174107761361851E-6   
  17247 189.2911682   62.1426506   2332       189.291134   62.142686   0.9628   0.1701   2.40999997E10   0.8452     0.8452     8.426      5.477      0.3497     3.094    1          28.907229609231514   28.46742087088654    9.93363404030061E-9     1.4894696273282316E-8  
  17254 189.2625122   62.1425056   2329       189.262648   62.142487   2.036    0.2005   4.9200001E10    56.23      56.23      118.4      34.68      2.407      9.683    1          25.637818904487347   25.323520633088464   2.017773612526068E-7    2.695204647171904E-7   
  17266 189.1437531   62.1420822   2155       189.143783   62.142013   1.156    0.1902   6.0530002E9     0.8668     0.8668     8.498      10.8       1.404      0.787    1          26.3899544061755     26.00051876580279    1.0092952690746856E-7   1.4447493033185148E-7  
