#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050      xf10cm      xe10cm      xf20cm      xe20cm
#
3584      0.2308      0.0887      0.4863      0.2421      0.9306      0.4504       0.905      0.4221      0.5886      0.2827      0.2771      0.1381     0.05946     0.03132     0.02244     0.01208     0.02016     0.01087     0.01772    0.009564    0.003942    0.002167    0.003642    0.002002    0.001496   0.0007688    0.002605    0.001338
3587      0.0809     0.04661      0.2623      0.1545      0.6477      0.3803      0.8719      0.5502      0.7333      0.4907      0.3953      0.2756     0.09715     0.07005     0.03693     0.02688     0.03317     0.02415     0.02913     0.02123    0.006459     0.00473    0.005968    0.004371    0.001304   0.0007945    0.002269    0.001383
3588      0.3981      0.2546      0.6585      0.4045      0.7337      0.3624      0.4478      0.1834      0.2121     0.07665     0.08362     0.03168     0.01685    0.007031    0.006308    0.002752    0.005665    0.002479    0.004975    0.002185    0.001095   0.0004833    0.001013   0.0004456     0.00135   0.0008433    0.002349    0.001468
3595      0.3548     0.09265      0.6286      0.2053       1.187      0.3672       1.311      0.5035      0.9381      0.4339      0.4565      0.2401       0.102     0.05963      0.0388     0.02333     0.03487     0.02101     0.03065     0.01851    0.006859    0.004241    0.006336    0.003914    0.001841   0.0006465    0.003204    0.001125
3620      0.2025      0.1494      0.4153      0.3216       0.619       0.435      0.4874      0.3052      0.2707      0.1573      0.1117     0.06073     0.02167     0.01124    0.008171    0.004329    0.007337    0.003893    0.006447    0.003428    0.001434   0.0007755    0.001324    0.000716    0.001086   0.0008089    0.001891    0.001408
3626      0.5725      0.1069       1.297      0.2805       2.428      0.4725        2.27      0.5165       1.382       0.338      0.6081      0.1562      0.1234     0.03309     0.04572     0.01242       0.041     0.01115     0.03596    0.009795    0.007902    0.002178    0.007296     0.00201    0.003953   0.0008055    0.006882    0.001403
3627       1.046      0.0837       2.373       0.068       5.875       0.046       7.483       0.133       5.789       0.116        2.96       0.062        0.69     0.01465      0.2649      0.0056      0.2383     0.00505      0.2096      0.0044     0.04727     0.00099     0.04368    0.000915     0.01005    0.000231      0.0175     0.00041
3638      0.4925       0.149       1.056      0.3394       1.897      0.4865       1.917      0.6615       1.178      0.4637      0.5253      0.2296       0.111     0.05276     0.04212     0.02056     0.03785     0.01852     0.03329     0.01632    0.007421    0.003699    0.006854    0.003416    0.002924    0.000799    0.005091    0.001392
3648      0.4934      0.1752       1.045       0.364       1.645       0.451       1.392      0.4394      0.7969      0.2872      0.3358      0.1322      0.0692     0.02955     0.02611     0.01147     0.02347     0.01032     0.02062      0.0091     0.00457    0.002054    0.004223    0.001896    0.002554    0.000825    0.004448    0.001437
3651     0.08428     0.03302      0.2707      0.1163      0.6742      0.3338      0.9361       0.488       0.826      0.4621       0.472      0.2752      0.1215     0.07381     0.04637     0.02867     0.04165     0.02579     0.03658     0.02268    0.008103    0.005087    0.007488    0.004703    0.001406    0.000711    0.002448    0.001238
3652      0.0989      0.0631      0.3334      0.2387      0.9569      0.7552       1.379       1.132       1.203      0.9939      0.7534      0.6236      0.2075      0.1726     0.08408     0.07082     0.07565     0.06375     0.06662     0.05618     0.01472     0.01245     0.01359     0.01149    0.002214    0.001835    0.003855    0.003195
3654      0.1823     0.05305      0.3886       0.148       1.317      0.4985       1.952      0.7665       2.313        1.06       1.965      0.9964      0.7833      0.4398      0.3434      0.1993      0.3102      0.1805      0.2739      0.1598     0.06171     0.03657     0.05697     0.03377    0.003511    0.001505    0.006112    0.002619
3658       1.406      0.1075       3.084      0.0675       6.787      0.0805         7.5      0.1485       4.865       0.104       2.272        0.05       0.497     0.01105      0.1904      0.0042      0.1713      0.0038      0.1508     0.00335     0.03378     0.00082     0.03121    0.000755    0.009757   0.0002365     0.01699     0.00041
3661       0.131      0.0978       0.193      0.1241      0.6669      0.4242       1.971       0.627       2.994      0.3975       3.671       0.111       2.494      0.2355       1.363      0.2045        1.26      0.1925       1.144      0.1796       0.305      0.0617      0.2822      0.0574    0.005214    0.000383    0.009076    0.000667
3668       4.814       0.397       10.42        0.16       21.71       0.245       22.81        0.38       14.52        0.26       6.668      0.1235       1.423      0.0265      0.5394        0.01      0.4848     0.00905      0.4262      0.0079     0.09495    0.001945     0.08771    0.001795       0.033    0.000675     0.05747     0.00118
3676     0.08778     0.05642      0.3425      0.2569      0.9857      0.8184       1.724       1.524       1.744       1.577       1.257       1.154      0.3939      0.3661       0.157      0.1463      0.1411      0.1315      0.1239      0.1156     0.02699     0.02516      0.0249      0.0232    0.002827    0.002568    0.004921    0.004471
3677     0.06068     0.03054      0.1509     0.06887      0.3705       0.212      0.6976      0.5114      0.7629      0.6002      0.5885      0.4845      0.1963      0.1681     0.07997     0.06924     0.07196     0.06234     0.06337     0.05493     0.01402     0.01219     0.01294     0.01125    0.001154   0.0008747     0.00201    0.001523
3679       2.559       0.542       4.278       0.288       5.062       0.757       3.343       1.011       1.672       0.627      0.6301      0.2675      0.1219     0.05679     0.04532     0.02169     0.04066      0.0195     0.03569     0.01714     0.00782    0.003781    0.007242    0.003488    0.008739    0.000568     0.01522     0.00099
3680      0.1106     0.06442      0.3713      0.2421      0.9512      0.7018       1.272      0.9667       1.065      0.8154      0.6222      0.4808      0.1598      0.1241     0.05992     0.04658     0.05372     0.04176     0.04706     0.03658     0.01015    0.007878     0.00937     0.00727    0.002062    0.001584     0.00359    0.002758
3686      0.6227      0.3446       1.162      0.5306       1.453      0.4616       1.009      0.3607      0.5581      0.2519      0.2305      0.1189     0.04695     0.02674     0.01768     0.01036     0.01588    0.009333     0.01396    0.008224    0.003099    0.001844    0.002865    0.001701    0.002614    0.001094     0.00455    0.001905
3696      0.1229     0.03592      0.2647      0.1188      0.5438      0.2488      0.6573      0.3498      0.5287      0.3074      0.2724      0.1673      0.0643     0.04131     0.02439     0.01588     0.02191     0.01429     0.01924     0.01256    0.004287    0.002824     0.00396    0.002609   0.0009829   0.0004871    0.001712   0.0008485
3699     0.07945     0.02335      0.2006     0.07025      0.5917      0.1115       1.127      0.3002        1.18      0.3947       0.885       0.333      0.2869      0.1169      0.1155     0.04831      0.1039     0.04353     0.09139     0.03841     0.02009      0.0086     0.01854     0.00794    0.001899    0.000466    0.003306    0.000811
3703      0.1873      0.0713      0.3662       0.105      0.7462      0.3318       1.187      0.7484       1.187      0.8198      0.8569      0.6231      0.2654      0.2022      0.1054      0.0813     0.09477     0.07314     0.08334     0.06437     0.01837     0.01423     0.01695     0.01314    0.001788    0.001189    0.003113     0.00207
3704      0.4346      0.1333      0.8655      0.2486       1.563      0.3745       1.563      0.5555      0.9703      0.3967      0.4379       0.198     0.09294     0.04595     0.03523     0.01795     0.03168     0.01617     0.02784     0.01426     0.00619    0.003229    0.005718    0.002983    0.002361   0.0004935    0.004109    0.000859
3709      0.1111     0.04539      0.2407     0.05985      0.6904      0.2714       1.113      0.5873        1.12      0.6668      0.7985      0.5114      0.2422      0.1637     0.09562     0.06568     0.08598     0.05912     0.07568     0.05212     0.01679     0.01167     0.01551     0.01078    0.001742   0.0009295    0.003033    0.001619
3712      0.4609      0.1457       1.069      0.1641       2.666      0.3485       3.441       0.798        2.83      0.8345       1.488      0.5062      0.3579      0.1368      0.1358     0.05381      0.1219     0.04846      0.1071     0.04271     0.02381    0.009735       0.022       0.009      0.0052   0.0007835    0.009055    0.001365
3718       1.796       0.264         3.9        0.28        9.32       0.191       11.71       0.775       8.902       1.108       4.518      0.6865       1.048      0.1874       0.402     0.07345      0.3615     0.06615       0.318      0.0583     0.07163     0.01337     0.06605     0.01247     0.01578    0.000985     0.02746     0.00171
3721      0.1331     0.05199       0.299      0.1441      0.5674      0.2308      0.5851      0.2206      0.3772      0.1435      0.1747      0.0745     0.03772     0.01797     0.01424    0.007013     0.01278    0.006315     0.01123    0.005566    0.002502    0.001269    0.002308    0.001176   0.0009409   0.0004072    0.001639   0.0007093
3739      0.2216      0.0931      0.4686      0.1922      0.7361      0.2393      0.6184      0.2235      0.3536      0.1429      0.1488     0.06484     0.03073     0.01426     0.01162    0.005491     0.01044    0.004945    0.009183    0.004357    0.002039   0.0009765    0.001884   0.0009021    0.001147   0.0004274    0.001996    0.000744
3742         2.7       0.625       5.637      0.3815        8.74      0.5515       6.621       0.943       3.555       0.647         1.4      0.2945      0.2847      0.0669      0.1077     0.02613     0.09675     0.02355     0.08498     0.02073     0.01879     0.00469     0.01738    0.004325     0.01121     0.00106     0.01952    0.001845
3758       1.186      0.5628       2.014      0.4745       5.002      0.3235        7.33      0.7595       6.969       1.104       4.771       0.936       1.396       0.313      0.5435      0.1265      0.4883      0.1139      0.4289      0.1004     0.09403     0.02247     0.08678     0.02073     0.01121     0.00157     0.01952     0.00273
3760      0.2354      0.1217       0.412         0.2      0.6402      0.2499      0.6129      0.2877      0.3641      0.1852      0.1585     0.08529     0.03329     0.01877     0.01264    0.007225     0.01136    0.006503    0.009986    0.005724     0.00222    0.001285    0.002051    0.001187   0.0009421     0.00039    0.001641   0.0006794
