#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
18411       2.882      0.5325       6.235       0.533       7.101       1.633       5.188       1.772       2.557       1.052      0.5799      0.2736       0.221      0.1073     0.01554    0.001625     0.03912     0.01948
18415      0.7096      0.4725       1.132      0.5633       1.533       0.774       1.441      0.8267      0.9993      0.6717      0.2997      0.2206      0.1182     0.08875    0.002981    0.001567     0.02078     0.01573
18423      0.4003      0.3427      0.6367      0.5913      0.5394      0.5046      0.3307       0.308      0.1604      0.1499     0.03721     0.03492     0.01428      0.0134    0.001623    0.001574    0.002543    0.002389
18425      0.7903      0.3787       1.202       0.361      0.9516      0.3005      0.5645      0.2466      0.2494        0.13      0.0524     0.03064     0.01984     0.01197    0.003311    0.001189    0.003496    0.002155
18429      0.6381      0.2505       1.484      0.5255       2.171      0.8605       1.895      0.8635       1.056      0.5226      0.2828      0.1627      0.1092     0.06497    0.003994    0.001658     0.01915     0.01165
18430      0.4837      0.3122      0.7587      0.5423      0.7548      0.5612      0.5012      0.3823      0.2367      0.1833     0.05122     0.04048     0.01938     0.01548    0.001856    0.001437    0.003364    0.002787
18437        0.58      0.2571       1.012       0.425      0.9183      0.3737       0.556        0.25      0.2483      0.1206     0.05178     0.02681     0.01948     0.01029    0.002593    0.001152    0.003406    0.001835
18449      0.7795      0.2475        0.87       0.249      0.6206      0.2977       0.327      0.1848      0.1277      0.0793     0.02581     0.01719    0.009749    0.006621    0.002969    0.000888    0.001719    0.001158
18467       3.144       0.351       4.123      0.6795       2.425      0.6245       1.158      0.3519       0.429      0.1444     0.08551      0.0311     0.03214     0.01193     0.01051    0.001585    0.005683    0.002085
18468      0.6426      0.1835       1.921      0.1605       3.129        0.35       3.081       0.572       2.101       0.575      0.6156       0.213      0.2405      0.0886    0.005758    0.000498     0.04185     0.01616
18469       1.224      0.4032       2.538       0.532       2.873        0.82       2.283      0.9025       1.197      0.5702      0.2894      0.1575      0.1095     0.06124    0.006444    0.001365     0.01904     0.01086
18471      0.3838      0.2997      0.6857      0.6454      0.8368      0.8222      0.6669      0.6611      0.3462      0.3441     0.08211     0.08169      0.0316     0.03144    0.001662    0.001662    0.005622    0.005638
18473       3.586       0.206       6.981      0.4585       6.687      0.4495       3.952      0.2665       1.705      0.1155      0.3594      0.0243      0.1368     0.00925     0.01654    0.001125     0.02408     0.00164
18488      0.5469      0.2579       1.235       0.652       1.726      0.9955       1.475      0.9142      0.8204      0.5316      0.2071      0.1388     0.07897     0.05343    0.003233    0.002016     0.01387    0.009461
18490      0.6802      0.2767       1.571      0.4355       2.175      0.6745       1.865      0.6515       1.132      0.4258      0.3016      0.1191      0.1146     0.04572    0.003849     0.00136     0.01971     0.00789
18494       1.324       0.271       3.707      0.0785       6.261        0.77       6.048       1.173       4.122       1.032         1.2      0.3595      0.4675      0.1477       0.011    0.001637      0.0812       0.027
18496       1.473      0.4645       2.299       0.444       1.795      0.2505       1.004      0.1798      0.4239      0.0937     0.08344     0.02137     0.03067     0.00822    0.006277    0.001523    0.005249     0.00148
18502      0.3473      0.3027      0.5038      0.4816      0.4065      0.3982      0.2723      0.2689      0.1333      0.1321      0.0298     0.02956     0.01137     0.01128    0.001324    0.001324     0.00201    0.002003
18520      0.3475     0.07295      0.8868      0.2572       1.297       0.491       1.206       0.538      0.7641        0.38       0.213      0.1154     0.08242     0.04588    0.002435    0.000831     0.01444    0.008237
18536       0.743        0.34       1.345      0.4724       1.184      0.3655      0.7325      0.2124       0.317      0.0879     0.06311     0.01691     0.02296    0.006055    0.003522    0.001289    0.003901    0.001013
18541      0.9338      0.6143       1.818         1.4       1.956       1.591       1.256       1.037      0.5823      0.4857      0.1264      0.1068     0.04822     0.04107    0.004193    0.003411    0.008426    0.007424
18544       2.762       0.052           6       0.074       6.491       0.188       4.756       0.191       2.317      0.1205      0.5173      0.0321      0.1899       0.012     0.01543    0.000215     0.03199    0.002015
18552       4.208       0.535       11.77        0.58       18.55        0.85       17.24        1.78       11.17       1.655       3.119      0.5935         1.2      0.2466     0.03354    0.001405      0.2079     0.04545
18556       3.304      0.6465       8.452       0.512       12.04        0.84       10.96        1.25       7.015        1.23       1.938      0.4325      0.7422      0.1758     0.02276     0.00131      0.1275     0.03125
18559       6.544       0.425       12.59       0.385       12.11        0.91       7.272      0.7395       3.197       0.393      0.6614      0.0945      0.2486      0.0372     0.03166    0.001335     0.04348    0.006745
18561      0.9134      0.2766       1.937      0.5085       2.096       0.465       1.447      0.3865      0.6932      0.2102      0.1508     0.05213     0.05694     0.02051    0.004834    0.001377     0.01001    0.003735
18578       2.138       0.493       6.897       0.223       11.95       0.745       11.91        1.32        8.37       1.346       2.508      0.5175      0.9834      0.2166     0.02155    0.001325      0.1705     0.03795
18593      0.1402      0.1137      0.4011      0.3333      0.6267      0.5333       0.594       0.512      0.3849      0.3333      0.1083     0.09435     0.04189     0.03658     0.00114   0.0009551    0.007306    0.006404
18594       4.053       0.343       12.37        0.41       21.34       0.375       20.88         1.1       14.26         1.2       4.152      0.4715       1.617      0.2005     0.03821     0.00074      0.2816     0.03765
18596      0.2747      0.1741       0.676      0.4331      0.9001      0.5849      0.7556      0.4934      0.4581      0.3073      0.1381     0.09973     0.05446     0.04011     0.00179    0.001158    0.009554    0.007116
18597       8.704      0.9705       16.67        0.55        16.2        1.37       9.851       1.249       4.372      0.6985      0.9061      0.1719      0.3402      0.0682     0.04189     0.00276     0.05942     0.01248
18602       3.251      0.3505       4.093       0.452       2.768      0.3335       1.366       0.184      0.5169      0.0754     0.09467     0.01413      0.0342    0.005105     0.01249    0.001415    0.005887    0.000869
18603        1.53      0.8364       5.349       1.171       10.64        0.48       13.46       1.565          12        1.74       5.335       0.883       2.444      0.4205     0.01833     0.00297      0.4466        0.08
18616       1.532      0.4755        3.58       0.719       5.024       1.103       4.178       1.261       2.272      0.8155      0.5624      0.2296      0.2131      0.0902    0.009728    0.002022     0.03712      0.0163
18617      0.8422      0.3648       1.823      0.6695       2.006      0.8055       1.522      0.6771      0.7795      0.3865      0.1813     0.09738     0.06704     0.03616    0.004679    0.001743     0.01133    0.006058
18622      0.1769      0.1332      0.3527      0.1448      0.4245      0.1711      0.3599      0.1771      0.2615      0.1578      0.0873      0.0604     0.03576     0.02552   0.0005363   0.0002791     0.00629     0.00451
18627      0.9642      0.5928       1.675      0.3635       1.906       0.589       1.715      0.8679       1.145      0.7313      0.3392      0.2406      0.1343     0.09587    0.002425    0.002062      0.0239     0.01668
18636       2.616       0.689       10.36       0.699       19.08       0.485        20.4        1.18       15.35       1.435       4.995       0.639       2.016      0.2815     0.03456    0.000715      0.3506     0.05275
18654       1.703      0.6645       3.791       0.362       5.752      0.5315       5.454      0.9445       3.682      0.8515       1.055      0.3085      0.4094      0.1276    0.009788    0.001492     0.07116     0.02323
18659      0.6697      0.5223       1.708       1.067       2.499       2.264       2.891       2.806        2.67       2.643       1.516       1.511      0.7634      0.7616    0.006633   0.0009705       0.157      0.1565
18660      0.8184      0.4127       1.395      0.6793        1.45      0.8138      0.9047      0.5823       0.411      0.2861       0.087     0.06371     0.03283     0.02436    0.003295    0.001915     0.00571     0.00438
18664   2.432e-09   2.432e-09   2.309e-09   2.309e-09   1.365e-09   1.365e-09    6.97e-10    6.97e-10   2.861e-10   2.861e-10   6.065e-11   6.065e-11   2.387e-11   2.387e-11   2.793e-20   2.793e-20   4.654e-12   4.654e-12
18669       1.292        0.22        3.45      0.0745       5.764      0.3175       5.623        0.51       3.821      0.4745       1.112      0.1758      0.4333     0.07395     0.01011   0.0007585     0.07551     0.01367
18689       0.609         0.5      0.7526      0.6184      0.8447      0.7793      0.7865      0.7555      0.5031       0.491      0.1408      0.1383      0.0545      0.0535    0.001471    0.001471    0.009523    0.009327
