# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
9347      0.3745       0.352       0.696       0.647       0.738       0.692      0.4629      0.4369      0.2104      0.1995     0.04537     0.04318     0.01733     0.01651
9353       1.416      0.3735       2.912      0.5725       3.043       0.738       2.063       0.639      0.9899      0.3571      0.2184      0.0888     0.08332     0.03518
9356      0.1596      0.1302      0.2178      0.1525      0.1579     0.09642     0.08141     0.04619     0.03188     0.01708    0.005986    0.003019    0.002179    0.001074
9357      0.7464      0.3787       1.045      0.4059      0.8031      0.4129       0.445      0.2653      0.1826      0.1204     0.03735     0.02624      0.0141     0.01008
9363       1.782       0.263       1.719      0.2535      0.9227      0.1363      0.4112      0.0607      0.1414     0.02085     0.02525    0.003725    0.009148    0.001352
9367       1.824       0.082       4.621      0.2085       5.783       0.261       4.145       0.187       2.071      0.0935      0.4729      0.0213      0.1825     0.00825
9370       7.232       0.073       21.61       0.215       30.32        0.31       25.71        0.26       15.26        0.15       3.956        0.04       1.486       0.015
9371       1.263      0.3778       2.655       0.486       2.672      0.4805       1.787      0.4325      0.8466      0.2494       0.185     0.06335     0.07041     0.02527
9376       1.411       0.281       3.417      0.5155       4.073       0.927       2.827       0.813       1.369      0.4656      0.3042      0.1179      0.1161     0.04687
9387        5.71      0.5635       12.83        0.76       14.13       1.485       9.189       1.211       4.293      0.6545      0.9338      0.1602      0.3563     0.06335
9388       1.228           0       7.475           0       16.98           0       20.78           0       17.41           0       6.838           0        2.98           0
9391       3.975       0.473       8.253      0.6465       8.358       1.388       5.139       1.115       2.304      0.5905      0.4878      0.1426       0.185     0.05625
9398       1.345      0.1425       4.526        0.43       7.901       0.548       7.864      0.9885       5.417      0.9525       1.595      0.3585      0.6245      0.1516
9401       5.105      0.2225       8.582       0.374       6.937      0.3025       3.812      0.1665        1.53      0.0665       0.313     0.01365      0.1184     0.00515
9409        1.74      0.0905       4.498       0.189       5.699       0.277       4.534      0.2695       2.438      0.1915      0.5888     0.05485      0.2185      0.0209
9412       1.372        0.27       2.506      0.4935       2.222      0.4375       1.248      0.2666      0.5121      0.1181      0.1051     0.02584     0.03971     0.00996
9418       0.648       0.648       1.028       1.028      0.8545      0.8545        0.52        0.52      0.2607      0.2607      0.0595      0.0595     0.02277     0.02277
9422      0.1273     0.05724      0.6423      0.3291       1.487      0.7705       1.825      0.9956       1.533      0.8676      0.6007      0.3683      0.2614      0.1654
9430      0.2714      0.2714       0.608       0.608      0.8345      0.8345      0.7165      0.7165      0.3875      0.3875     0.09615     0.09615      0.0373      0.0373
9431      0.5495     0.08975       1.064      0.2571       1.042      0.3271      0.7141      0.2615      0.3296      0.1323     0.07009     0.03041      0.0256     0.01119
9433       3.334      0.2165        4.29      0.2785       2.961      0.1925       1.492       0.097      0.5738      0.0373      0.1056    0.006855     0.03816     0.00248
9437       1.277      0.1895       1.286      0.1905      0.7206      0.1068      0.3262     0.04835      0.1138     0.01684     0.02039    0.003025     0.00738    0.001094
9438        1.86       0.264       5.707      0.3605        8.21      0.8205       7.005        0.94       4.196       0.768       1.101      0.2423      0.4153     0.09495
9440       1.375      0.1655       2.315       0.224       1.873      0.2605       1.024      0.1655      0.4114     0.07345     0.08358     0.01617     0.03154     0.00625
9471     0.08309     0.08071      0.2832      0.2741      0.4617       0.442      0.4425      0.4209      0.3029      0.2872     0.08872     0.08388     0.03451     0.03259
9477       1.382       0.215       3.295       0.488       3.835      0.6675       2.667        0.54       1.286      0.2893       0.283     0.06985      0.1073     0.02729
9479       1.429      0.0575       3.184      0.0615       3.579      0.0745       2.665       0.086       1.322        0.06      0.2995      0.0168      0.1101      0.0063
9481      0.2403      0.1846      0.7548      0.5572       1.415       1.032       1.454       1.081      0.9929      0.7381      0.3119       0.238      0.1247     0.09608
9482        1.18      0.3867       2.542      0.6515       2.701      0.6605       1.854       0.513      0.8825      0.2735      0.1922      0.0654     0.07269     0.02552
9487       2.301      0.1055       5.142       0.235       5.632      0.2575       3.967       0.181       1.883       0.086      0.4082     0.01865      0.1527     0.00695
9488      0.2872      0.0806       1.538      0.5532       3.671      0.8025       5.085       1.194       4.618       1.539       2.105       1.003      0.9739      0.5121
9489       1.329      0.2295        3.41       0.476         4.5       0.643       3.595       0.625       1.853       0.368      0.4365      0.0974      0.1671     0.03875
9492      0.1315      0.1315      0.2293      0.2293      0.2021      0.2021      0.1273      0.1273     0.05535     0.05535      0.0111      0.0111    0.004031    0.004031
9514       1.901      0.4055       3.282       0.731       2.667       0.702       1.463      0.4165      0.5885      0.1768      0.1198     0.03763     0.04523     0.01442
9520       2.208      0.0685       6.552       0.203       9.155      0.2835       7.742        0.24       4.578       0.142       1.183      0.0365      0.4443      0.0138
9526       2.154      0.5775       4.948       1.036       5.407       1.621       3.639       1.325       1.737      0.7215      0.3814      0.1764      0.1455     0.06945
9538        1.22      0.1475       2.691      0.3255       2.897        0.35       1.837       0.222      0.8424      0.1018      0.1825     0.02205     0.06981    0.008435
9539      0.3303     0.06775       1.261      0.2555       2.433         0.4       2.564      0.6345       1.928      0.6535       0.621      0.2614      0.2505      0.1123
9548      0.1263     0.08493      0.4033      0.2744      0.7182      0.4758      0.8306      0.5804      0.6599      0.5081      0.2255      0.1856     0.09297     0.07784
9551      0.3714      0.1132       1.196      0.3496       2.053       0.552        2.01      0.6375       1.343      0.4787      0.3881      0.1527      0.1514     0.06162
9553        6.04        0.32       8.098      0.4295       4.861       0.258       2.337      0.1235      0.8672       0.046      0.1729     0.00915     0.06493    0.003445
9555       1.279      0.4425       1.598       0.553       0.901       0.312      0.4182      0.1448      0.1531     0.05295     0.03028     0.01048     0.01134    0.003924
9567     0.03621     0.03621     0.05155     0.05155      0.2621      0.2621      0.5815      0.5815       0.998       0.998       1.135       1.135      0.8345      0.8345
9592       1.104      0.1626        2.55      0.3385       2.899      0.3845       2.265        0.37       1.166      0.2138      0.2729      0.0548      0.1012     0.02091
9593       2.301       0.109       5.572       0.224       6.842       0.444       5.401      0.4615       2.739       0.277      0.6355      0.0738      0.2391     0.02905
9608      0.6738      0.1379       2.187       0.413       3.232      0.6255       2.832        0.56       1.759       0.358      0.4695     0.09925      0.1776     0.03795
9610      0.9151        0.16       2.731         0.4       4.261       0.553       3.948        0.71       2.434      0.5365      0.6635      0.1719      0.2555     0.06975
9612         1.1      0.4576        1.29      0.2655       0.876      0.3061      0.4574      0.2001      0.1782     0.08876     0.03544     0.01942     0.01329     0.00749
9613       1.152      0.2531       2.898       0.637       3.579       0.809       2.491      0.6295       1.218      0.3328      0.2732      0.0799      0.1048     0.03136
9615       0.308      0.1558        1.44      0.7362       2.804       1.133       3.186       1.154       2.706       1.105        1.01      0.4687      0.4288      0.2088
9616      0.1906      0.1316      0.2364       0.139      0.1539     0.08555     0.07216     0.04244     0.02614     0.01613    0.004731    0.002951     0.00171    0.001065
9623       0.443      0.2505      0.7405      0.3795      0.6463      0.3977      0.3623      0.2462      0.1503      0.1085     0.03091     0.02334     0.01168    0.008944
9634      0.6114      0.4687      0.9451      0.6739       0.987       0.739      0.6276      0.4864       0.286      0.2325     0.06147     0.05173     0.02342     0.01991
9635      0.6371      0.2784        1.56       0.527       2.092      0.6045       1.749      0.5955       0.938      0.3721      0.2298      0.1053     0.08693     0.04137
9642      0.1827      0.0383       1.005      0.3228        2.57       0.367       3.638      0.3015       3.508      0.6005       1.681      0.5685      0.7916      0.3114
9644      0.3761      0.2592      0.7808      0.4732      0.9517      0.5694       0.773       0.489      0.4104      0.2729     0.09982     0.06929     0.03845     0.02708
