#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
12276      189.0707092   62.2089386      1.45       34.65       4.306        6.71       7.692       10.72       2.522       3.648       0.039       3.399       0.062       5.386       0.428       4.856       0.504       22.77        10.7     0.03755          -1         -99         -99       9.224         -99           1
12282      189.1542511   62.2085648      1.16       226.5       9.263       150.6       5.593        4.87       2.499       11.74       0.039       11.04        0.06       13.13        0.39       36.27       0.448       21.85       10.52      0.0412          -1         -99         -99       2.604         -99           1
12301      189.4201965   62.2086716      0.04       607.8       21.39       478.8       16.03        52.8         7.3       117.1       0.066       84.43       0.098       86.63       0.491         606       0.652       18.02       8.358     0.05303       0.114           1          72      0.4914   3.536e+04           1
12313      189.4719238   62.2083206      1.33       77.97       7.867         -99       1e+10        4.63       2.721       14.98       0.093         -99         -99       11.87       1.039       15.18        2.07        21.3       10.47      0.1857          -1         -99         -99       9.155         -99           0
12317      188.8746796   62.2080803      1.61         -99       1e+10         -99       1e+10       11.91       2.807       10.57       0.121       11.43       0.186       19.67       1.699       9.061       1.407       21.83       10.51      0.2435          -1         -99         -99       60.83         -99           0
12349      189.0266418   62.2080383      2.03       53.84        6.14       11.63       7.728       3.034       2.574       8.679       0.041       9.207       0.065       9.796       0.432       7.848       0.516       22.14       10.62     0.09613       2.081           1          34      0.1089        3284           1
12350      189.0268097   62.2072525       1.2       28.08       5.148       34.93        6.96       1.801       2.542       9.126       0.041       7.886       0.065       5.417       0.433        5.37       0.514       22.09       10.09     0.06866       1.241          -1          81      0.0824        3297           1
12365      188.9929657   62.2077713      0.94       117.8       5.327        84.5       6.281       1.468       2.581       25.81       0.047       17.81       0.066       16.05       0.436       11.88       0.515        20.5       10.42     0.06061      0.8865           1          21     0.05812        1748           1
12368      189.1513977   62.2078590      0.42       57.25       5.485       32.67       5.659       4.743       2.507       19.32       0.041       15.62       0.061       12.26       0.391       17.33        0.45       20.24       9.888     0.07329      0.4842           1          21     0.06061   1.258e+04           1
12377      189.4888306   62.2079887      0.09       212.6       14.37         -99       1e+10      -0.332       2.784         -99         -99         -99         -99         -99         -99       32.83       3.693       21.62         7.4      0.1212          -1         -99         -99        19.4         -99           0
12387      189.4091492   62.2076683      2.03       12.13       5.182       3.458       14.11       1.265       2.569       3.132       0.041        3.05       0.082       3.458       0.443       1.665       0.595        22.2       9.888      0.1025       2.082           1          72      0.2199   3.473e+04           1
