#     _id          _ra          _de       zp_X         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500       f1160      df1160       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
2655       189.4661407   62.3211365      3.56       22.94       5.261       0.257       42.98   -0.004454      0.4422     0.01973       1.044         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.3442       2.912       1.577       0.043       1.218       0.083       1.718       0.516       1.201       0.593       24.59       10.56     0.05795          -1         -99         -99       5.308         -99           1
2660       189.2457886   62.3210983      0.84       18.63       3.762       4.019       9.106      0.3253       0.314     0.01973      0.5671         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.6833       2.663       3.815       0.036       2.463       0.066       2.034       0.398       1.468        0.47       22.63       9.488      0.1449      0.8751           1          21      0.1555   2.141e+04           1
2667       189.1731110   62.3209267      1.26       30.99       6.038       26.28       10.48       1.473      0.4782      0.7412       1.192         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       5.873       2.669       7.161       0.042       7.315       0.066       4.979       0.457       5.672       0.474       22.62       10.04     0.02898        1.26           1          72      0.1585    1.46e+04           1
2668       189.1734161   62.3202171      2.53       27.18       6.352       0.257       13.24      0.1996      0.4972       1.153       1.047        2.12       2.365         -99       1e+10         -99       1e+10         -99       1e+10       2.673       2.662       6.186       0.041       6.866       0.064       6.991       0.441       6.586       0.467       22.28        10.3      0.1028          -1         -99         -99       2.386         -99           1
2670       189.1781311   62.3209076      0.95       102.9        5.78       76.72       7.478      0.9533      0.3699       2.738      0.7648       4.042       2.055         -99       1e+10         -99       1e+10         -99       1e+10       2.287       2.655       21.65       0.046       15.92       0.067       13.64       0.447       10.69       0.478       20.61       10.36     0.05285       0.947          -1          81      0.1807   1.506e+04           1
2671       189.3385468   62.3209801      0.23       26.92       6.287        18.6       8.038      0.4264      0.2893         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    -0.01388       2.662        7.36       0.039       5.729       0.069       3.527        0.42       10.31       0.486       21.16       8.708     0.06559      0.2311           1          21     0.09422   2.953e+04           1
2674       189.4325714   62.3209686      1.94       6.222       3.409       0.257       8.702    -0.03261      0.3248         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       10.45       2.875       2.008       0.038       1.052       0.067       1.185       0.422       0.684       0.477       24.93       9.448      0.2028          -1         -99         -99       15.61         -99           1
2677       189.4550934   62.3207359      2.09       66.58       5.025       0.257        16.9    -0.03261       0.387       0.928      0.8161       1.015       2.364         -99       1e+10         -99       1e+10         -99       1e+10       3.104       3.275       6.629       0.042       7.285       0.075       6.449       0.473       5.085       0.533       21.87       10.44      0.1276       2.197           1          72      0.1397   3.725e+04           1
2681       189.2157440   62.3208618      2.95       3.069       5.364       0.257       7.858    -0.01686      0.2734      0.4273      0.5479         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.119       2.655       0.431       0.039       0.598       0.066       0.441       0.415      -0.212       0.467       24.73       9.468      0.1262          -1         -99         -99       6.671         -99           1
2682       189.2807770   62.3208733      0.92       76.53       6.476       44.26       8.555      0.9089      0.3839       2.738      0.8847         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.611       2.616       16.01       0.041       12.54        0.07        11.4       0.414       9.153       0.478       21.41        10.2      0.1088       0.946           2          72      0.1402   2.461e+04           1
